sheet_row,clean_name,current_category,suggested_category,current_is_universal,suggested_is_universal,suggested_model_slugs,price_min,shopee_link,original_link
55,ชุดปะยางฉุกเฉิน 1 ชุด เอนกประสงค์ สำหรับจักรยานยนต์และรถยนต์ ใช้งานง่าย พกพาสะดวก,,accessory,TRUE,TRUE,,,https://s.shopee.co.th/3g17GQMLxr,https://shopee.co.th/%E0%B8%8A%E0%B8%B8%E0%B8%94%E0%B8%9B%E0%B8%B0%E0%B8%A2%E0%B8%B2%E0%B8%87%E0%B8%89%E0%B8%B8%E0%B8%81%E0%B9%80%E0%B8%89%E0%B8%B4%E0%B8%99-1-%E0%B8%8A%E0%B8%B8%E0%B8%94-%E0%B9%80%E0%B8%AD%E0%B8%99%E0%B8%81%E0%B8%9B%E0%B8%A3%E0%B8%B0%E0%B8%AA%E0%B8%87%E0%B8%84%E0%B9%8C-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%88%E0%B8%B1%E0%B8%81%E0%B8%A3%E0%B8%A2%E0%B8%B2%E0%B8%99%E0%B8%A2%E0%B8%99%E0%B8%95%E0%B9%8C%E0%B9%81%E0%B8%A5%E0%B8%B0%E0%B8%A3%E0%B8%96%E0%B8%A2%E0%B8%99%E0%B8%95%E0%B9%8C-%E0%B9%83%E0%B8%8A%E0%B9%89%E0%B8%87%E0%B8%B2%E0%B8%99%E0%B8%87%E0%B9%88%E0%B8%B2%E0%B8%A2-%E0%B8%9E%E0%B8%81%E0%B8%9E%E0%B8%B2%E0%B8%AA%E0%B8%B0%E0%B8%94%E0%B8%A7%E0%B8%81-i.1240210789.55110955738
56,ชุดปะยางฉุกเฉิน สำหรับรถยนต์ และมอเตอร์ไซค์แบบไม่ใช้ยางใน ชุด 6 ชิ้น / ชุด 8 ชิ้น Tire repair kit,,accessory,TRUE,TRUE,,,https://s.shopee.co.th/4qD4ebKswY,https://shopee.co.th/%E0%B8%8A%E0%B8%B8%E0%B8%94%E0%B8%9B%E0%B8%B0%E0%B8%A2%E0%B8%B2%E0%B8%87%E0%B8%89%E0%B8%B8%E0%B8%81%E0%B9%80%E0%B8%89%E0%B8%B4%E0%B8%99-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%A3%E0%B8%96%E0%B8%A2%E0%B8%99%E0%B8%95%E0%B9%8C-%E0%B9%81%E0%B8%A5%E0%B8%B0%E0%B8%A1%E0%B8%AD%E0%B9%80%E0%B8%95%E0%B8%AD%E0%B8%A3%E0%B9%8C%E0%B9%84%E0%B8%8B%E0%B8%84%E0%B9%8C%E0%B9%81%E0%B8%9A%E0%B8%9A%E0%B9%84%E0%B8%A1%E0%B9%88%E0%B9%83%E0%B8%8A%E0%B9%89%E0%B8%A2%E0%B8%B2%E0%B8%87%E0%B9%83%E0%B8%99-%E0%B8%8A%E0%B8%B8%E0%B8%94-6-%E0%B8%8A%E0%B8%B4%E0%B9%89%E0%B8%99-%E0%B8%8A%E0%B8%B8%E0%B8%94-8-%E0%B8%8A%E0%B8%B4%E0%B9%89%E0%B8%99-Tire-repair-kit-i.1308234390.49307208208
57,[ ส่งในไทย ] ชุดไหมปะยาง ปะยางฉุกเฉิน ปะยางตัวหนอน เข็มแทง แบบพลาสติก พร้อมไหมตัวหนอน ปะยาง,,accessory,TRUE,TRUE,,,https://s.shopee.co.th/40dxf6IqkW,https://shopee.co.th/-%E0%B8%AA%E0%B9%88%E0%B8%87%E0%B9%83%E0%B8%99%E0%B9%84%E0%B8%97%E0%B8%A2-%E0%B8%8A%E0%B8%B8%E0%B8%94%E0%B9%84%E0%B8%AB%E0%B8%A1%E0%B8%9B%E0%B8%B0%E0%B8%A2%E0%B8%B2%E0%B8%87-%E0%B8%9B%E0%B8%B0%E0%B8%A2%E0%B8%B2%E0%B8%87%E0%B8%89%E0%B8%B8%E0%B8%81%E0%B9%80%E0%B8%89%E0%B8%B4%E0%B8%99-%E0%B8%9B%E0%B8%B0%E0%B8%A2%E0%B8%B2%E0%B8%87%E0%B8%95%E0%B8%B1%E0%B8%A7%E0%B8%AB%E0%B8%99%E0%B8%AD%E0%B8%99-%E0%B9%80%E0%B8%82%E0%B9%87%E0%B8%A1%E0%B9%81%E0%B8%97%E0%B8%87-%E0%B9%81%E0%B8%9A%E0%B8%9A%E0%B8%9E%E0%B8%A5%E0%B8%B2%E0%B8%AA%E0%B8%95%E0%B8%B4%E0%B8%81-%E0%B8%9E%E0%B8%A3%E0%B9%89%E0%B8%AD%E0%B8%A1%E0%B9%84%E0%B8%AB%E0%B8%A1%E0%B8%95%E0%B8%B1%E0%B8%A7%E0%B8%AB%E0%B8%99%E0%B8%AD%E0%B8%99-%E0%B8%9B%E0%B8%B0%E0%B8%A2%E0%B8%B2%E0%B8%87-i.1557832054.44203946755
58,ชุดปะยางฉุกเฉิน 12pcชุดเข็มปะยาง ตัวหนอน ยางชุดซ่อมแซมยางชุดเครื่องมือซ่อมแซมสำหรับรถจักรยานยนต์ที่มีกล่อง ไหมปะยาง,,accessory,TRUE,TRUE,,,https://s.shopee.co.th/9zvAo9qfB4,https://shopee.co.th/%E0%B8%8A%E0%B8%B8%E0%B8%94%E0%B8%9B%E0%B8%B0%E0%B8%A2%E0%B8%B2%E0%B8%87%E0%B8%89%E0%B8%B8%E0%B8%81%E0%B9%80%E0%B8%89%E0%B8%B4%E0%B8%99-12pc%E0%B8%8A%E0%B8%B8%E0%B8%94%E0%B9%80%E0%B8%82%E0%B9%87%E0%B8%A1%E0%B8%9B%E0%B8%B0%E0%B8%A2%E0%B8%B2%E0%B8%87-%E0%B8%95%E0%B8%B1%E0%B8%A7%E0%B8%AB%E0%B8%99%E0%B8%AD%E0%B8%99-%E0%B8%A2%E0%B8%B2%E0%B8%87%E0%B8%8A%E0%B8%B8%E0%B8%94%E0%B8%8B%E0%B9%88%E0%B8%AD%E0%B8%A1%E0%B9%81%E0%B8%8B%E0%B8%A1%E0%B8%A2%E0%B8%B2%E0%B8%87%E0%B8%8A%E0%B8%B8%E0%B8%94%E0%B9%80%E0%B8%84%E0%B8%A3%E0%B8%B7%E0%B9%88%E0%B8%AD%E0%B8%87%E0%B8%A1%E0%B8%B7%E0%B8%AD%E0%B8%8B%E0%B9%88%E0%B8%AD%E0%B8%A1%E0%B9%81%E0%B8%8B%E0%B8%A1%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%A3%E0%B8%96%E0%B8%88%E0%B8%B1%E0%B8%81%E0%B8%A3%E0%B8%A2%E0%B8%B2%E0%B8%99%E0%B8%A2%E0%B8%99%E0%B8%95%E0%B9%8C%E0%B8%97%E0%B8%B5%E0%B9%88%E0%B8%A1%E0%B8%B5%E0%B8%81%E0%B8%A5%E0%B9%88%E0%B8%AD%E0%B8%87-%E0%B9%84%E0%B8%AB%E0%B8%A1%E0%B8%9B%E0%B8%B0%E0%B8%A2%E0%B8%B2%E0%B8%87-i.1201159422.40526185214
59,แร็ค/ตะแกรงท้าย Honda Monkey125 (2018-26) Luggage Rack,,rear_rack,TRUE,FALSE,honda-monkey-125,,https://s.shopee.co.th/80A6QX1wkG,https://shopee.co.th/%E0%B9%81%E0%B8%A3%E0%B9%87%E0%B8%84-%E0%B8%95%E0%B8%B0%E0%B9%81%E0%B8%81%E0%B8%A3%E0%B8%87%E0%B8%97%E0%B9%89%E0%B8%B2%E0%B8%A2-Honda-Monkey125-(2018-26)-Luggage-Rack-i.102489312.5816826499
60,แร็ค/ตะแกรงท้าย Honda WAVE 110i 2009 - 2020 Luggage Rack,,rear_rack,TRUE,FALSE,honda-wave-110i,,https://s.shopee.co.th/BRF6AD168,https://shopee.co.th/%E0%B9%81%E0%B8%A3%E0%B9%87%E0%B8%84-%E0%B8%95%E0%B8%B0%E0%B9%81%E0%B8%81%E0%B8%A3%E0%B8%87%E0%B8%97%E0%B9%89%E0%B8%B2%E0%B8%A2-Honda-WAVE-110i-2009-2020-Luggage-Rack-i.102489312.5434639098
61,แร็คท้าย Zontes368G 2024-2026(junjao)งานไทยเหล็กหนา แถมฟรีน้ำยากันคลาย (รับประกัน1ปี),,rear_rack,TRUE,FALSE,zontes-368g,,https://s.shopee.co.th/6VLIdpgwtA,https://shopee.co.th/%E0%B9%81%E0%B8%A3%E0%B9%87%E0%B8%84%E0%B8%97%E0%B9%89%E0%B8%B2%E0%B8%A2-Zontes368G-2024-2026(junjao)%E0%B8%87%E0%B8%B2%E0%B8%99%E0%B9%84%E0%B8%97%E0%B8%A2%E0%B9%80%E0%B8%AB%E0%B8%A5%E0%B9%87%E0%B8%81%E0%B8%AB%E0%B8%99%E0%B8%B2-%E0%B9%81%E0%B8%96%E0%B8%A1%E0%B8%9F%E0%B8%A3%E0%B8%B5%E0%B8%99%E0%B9%89%E0%B8%B3%E0%B8%A2%E0%B8%B2%E0%B8%81%E0%B8%B1%E0%B8%99%E0%B8%84%E0%B8%A5%E0%B8%B2%E0%B8%A2-(%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%9B%E0%B8%A3%E0%B8%B0%E0%B8%81%E0%B8%B1%E0%B8%991%E0%B8%9B%E0%B8%B5)-i.1313667009.26624859005
62,[โค้ดลด MTWDEC100 ลด100] แร็คท้ายมอเตอร์ไซค์ HONDA ( ทุกรุ่น ),,rear_rack,TRUE,TRUE,,,https://s.shopee.co.th/20stHanRPm,https://shopee.co.th/-%E0%B9%82%E0%B8%84%E0%B9%89%E0%B8%94%E0%B8%A5%E0%B8%94-MTWDEC100-%E0%B8%A5%E0%B8%94100-%E0%B9%81%E0%B8%A3%E0%B9%87%E0%B8%84%E0%B8%97%E0%B9%89%E0%B8%B2%E0%B8%A2%E0%B8%A1%E0%B8%AD%E0%B9%80%E0%B8%95%E0%B8%AD%E0%B8%A3%E0%B9%8C%E0%B9%84%E0%B8%8B%E0%B8%84%E0%B9%8C-HONDA-(-%E0%B8%97%E0%B8%B8%E0%B8%81%E0%B8%A3%E0%B8%B8%E0%B9%88%E0%B8%99-)-i.217215188.25169619642
63,แร็คท้าย Zontes 368G(2024-2026) 368K เหล็กหนา รับประกันโรงงาน 1 ปีแรคท้าย แร๊คท้าย RACK🇹🇭🇹🇭,,rear_rack,TRUE,FALSE,"zontes-368g,zontes-368k",,https://s.shopee.co.th/5fmBeMOueQ,https://shopee.co.th/%E0%B9%81%E0%B8%A3%E0%B9%87%E0%B8%84%E0%B8%97%E0%B9%89%E0%B8%B2%E0%B8%A2-Zontes-368G(2024-2026)-368K-%E0%B9%80%E0%B8%AB%E0%B8%A5%E0%B9%87%E0%B8%81%E0%B8%AB%E0%B8%99%E0%B8%B2-%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%9B%E0%B8%A3%E0%B8%B0%E0%B8%81%E0%B8%B1%E0%B8%99%E0%B9%82%E0%B8%A3%E0%B8%87%E0%B8%87%E0%B8%B2%E0%B8%99-1-%E0%B8%9B%E0%B8%B5%E0%B9%81%E0%B8%A3%E0%B8%84%E0%B8%97%E0%B9%89%E0%B8%B2%E0%B8%A2-%E0%B9%81%E0%B8%A3%E0%B9%8A%E0%B8%84%E0%B8%97%E0%B9%89%E0%B8%B2%E0%B8%A2-RACK%F0%9F%87%B9%F0%9F%87%AD%E0%B8%9E%E0%B8%A3%E0%B9%89%E0%B8%AD%E0%B8%A1%E0%B8%AA%E0%B9%88%E0%B8%87%F0%9F%87%B9%F0%9F%87%AD-i.67278265.27224840046
64,[โค้ดลด RIDERDEC1 ลด60] แร็คท้ายมอเตอร์ไซค์ HONDA ( ทุกรุ่น ) Rider89,,rear_rack,TRUE,TRUE,,,https://s.shopee.co.th/5fmBeOGt1h,https://shopee.co.th/-%E0%B9%82%E0%B8%84%E0%B9%89%E0%B8%94%E0%B8%A5%E0%B8%94-RIDERDEC1-%E0%B8%A5%E0%B8%9460-%E0%B9%81%E0%B8%A3%E0%B9%87%E0%B8%84%E0%B8%97%E0%B9%89%E0%B8%B2%E0%B8%A2%E0%B8%A1%E0%B8%AD%E0%B9%80%E0%B8%95%E0%B8%AD%E0%B8%A3%E0%B9%8C%E0%B9%84%E0%B8%8B%E0%B8%84%E0%B9%8C-HONDA-(-%E0%B8%97%E0%B8%B8%E0%B8%81%E0%B8%A3%E0%B8%B8%E0%B9%88%E0%B8%99-)-Rider89-i.168858415.24519904874
65,แร็คท้าย YAMAHA NMAX N-MAX 155 2025 TOP Box Rear Rack เกรดพรีเมี่ยม อลูมิเนี่ยม แร็คหลัง,,rear_rack,TRUE,FALSE,yamaha-nmax155,,https://s.shopee.co.th/1BJmI9OkoV,https://shopee.co.th/%E0%B9%81%E0%B8%A3%E0%B9%87%E0%B8%84%E0%B8%97%E0%B9%89%E0%B8%B2%E0%B8%A2-YAMAHA-NMAX-N-MAX-155-2025-TOP-Box-Rear-Rack-%E0%B9%80%E0%B8%81%E0%B8%A3%E0%B8%94%E0%B8%9E%E0%B8%A3%E0%B8%B5%E0%B9%80%E0%B8%A1%E0%B8%B5%E0%B9%88%E0%B8%A2%E0%B8%A1-%E0%B8%AD%E0%B8%A5%E0%B8%B9%E0%B8%A1%E0%B8%B4%E0%B9%80%E0%B8%99%E0%B8%B5%E0%B9%88%E0%B8%A2%E0%B8%A1-%E0%B9%81%E0%B8%A3%E0%B9%87%E0%B8%84%E0%B8%AB%E0%B8%A5%E0%B8%B1%E0%B8%87-i.390659943.5479940529
66,"Ldnio 60W พอร์ตชาร์จ USB สําหรับรถจักรยานยนต์พร้อมที่ชาร์จโทรศัพท์มือถือ, พอร์ต PD, การชาร์จในรถยนต์, ชาร์จเร็ว, กันน้ำ",,accessory,TRUE,TRUE,,,https://s.shopee.co.th/8pjDQHlDFO,https://shopee.co.th/Ldnio-60W-%E0%B8%9E%E0%B8%AD%E0%B8%A3%E0%B9%8C%E0%B8%95%E0%B8%8A%E0%B8%B2%E0%B8%A3%E0%B9%8C%E0%B8%88-USB-%E0%B8%AA%E0%B9%8D%E0%B8%B2%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%A3%E0%B8%96%E0%B8%88%E0%B8%B1%E0%B8%81%E0%B8%A3%E0%B8%A2%E0%B8%B2%E0%B8%99%E0%B8%A2%E0%B8%99%E0%B8%95%E0%B9%8C%E0%B8%9E%E0%B8%A3%E0%B9%89%E0%B8%AD%E0%B8%A1%E0%B8%97%E0%B8%B5%E0%B9%88%E0%B8%8A%E0%B8%B2%E0%B8%A3%E0%B9%8C%E0%B8%88%E0%B9%82%E0%B8%97%E0%B8%A3%E0%B8%A8%E0%B8%B1%E0%B8%9E%E0%B8%97%E0%B9%8C%E0%B8%A1%E0%B8%B7%E0%B8%AD%E0%B8%96%E0%B8%B7%E0%B8%AD-%E0%B8%9E%E0%B8%AD%E0%B8%A3%E0%B9%8C%E0%B8%95-PD-%E0%B8%81%E0%B8%B2%E0%B8%A3%E0%B8%8A%E0%B8%B2%E0%B8%A3%E0%B9%8C%E0%B8%88%E0%B9%83%E0%B8%99%E0%B8%A3%E0%B8%96%E0%B8%A2%E0%B8%99%E0%B8%95%E0%B9%8C-%E0%B8%8A%E0%B8%B2%E0%B8%A3%E0%B9%8C%E0%B8%88%E0%B9%80%E0%B8%A3%E0%B9%87%E0%B8%A7-%E0%B8%81%E0%B8%B1%E0%B8%99%E0%B8%99%E0%B9%89%E0%B8%B3-i.222680493.27673289989
67,ชาร์จเร็ว PD+QC3.0 ที่ชาร์จโทรศัพท์มอเตอร์ไซค์ 2USB+Type-C มีมิเตอร์ดิจิตอล กันน้ำ IPX6 ใช้ได้กับมือถือทุกรุ่น,,accessory,TRUE,TRUE,,,https://s.shopee.co.th/110M5v4o7z,https://shopee.co.th/%E0%B8%8A%E0%B8%B2%E0%B8%A3%E0%B9%8C%E0%B8%88%E0%B9%80%E0%B8%A3%E0%B9%87%E0%B8%A7-PD-QC3.0-%E0%B8%97%E0%B8%B5%E0%B9%88%E0%B8%8A%E0%B8%B2%E0%B8%A3%E0%B9%8C%E0%B8%88%E0%B9%82%E0%B8%97%E0%B8%A3%E0%B8%A8%E0%B8%B1%E0%B8%9E%E0%B8%97%E0%B9%8C%E0%B8%A1%E0%B8%AD%E0%B9%80%E0%B8%95%E0%B8%AD%E0%B8%A3%E0%B9%8C%E0%B9%84%E0%B8%8B%E0%B8%84%E0%B9%8C-2USB-Type-C-%E0%B8%A1%E0%B8%B5%E0%B8%A1%E0%B8%B4%E0%B9%80%E0%B8%95%E0%B8%AD%E0%B8%A3%E0%B9%8C%E0%B8%94%E0%B8%B4%E0%B8%88%E0%B8%B4%E0%B8%95%E0%B8%AD%E0%B8%A5-%E0%B8%81%E0%B8%B1%E0%B8%99%E0%B8%99%E0%B9%89%E0%B8%B3-IPX6-%E0%B9%83%E0%B8%8A%E0%B9%89%E0%B9%84%E0%B8%94%E0%B9%89%E0%B8%81%E0%B8%B1%E0%B8%9A%E0%B8%A1%E0%B8%B7%E0%B8%AD%E0%B8%96%E0%B8%B7%E0%B8%AD%E0%B8%97%E0%B8%B8%E0%B8%81%E0%B8%A3%E0%B8%B8%E0%B9%88%E0%B8%99-i.1322719277.45553903889
68,HEXMA ที่ชาร์จโทรศัพท์มือถือ ที่ชาร์จ usb ติดมอเตอร์ไซค์ Motorcycle charger รุ่นกันน้ำ สำหรับรถมอเตอร์ไซค์,,accessory,TRUE,TRUE,,,https://s.shopee.co.th/1BJmIFzaHF,https://shopee.co.th/HEXMA-%E0%B8%97%E0%B8%B5%E0%B9%88%E0%B8%8A%E0%B8%B2%E0%B8%A3%E0%B9%8C%E0%B8%88%E0%B9%82%E0%B8%97%E0%B8%A3%E0%B8%A8%E0%B8%B1%E0%B8%9E%E0%B8%97%E0%B9%8C%E0%B8%A1%E0%B8%B7%E0%B8%AD%E0%B8%96%E0%B8%B7%E0%B8%AD-%E0%B8%97%E0%B8%B5%E0%B9%88%E0%B8%8A%E0%B8%B2%E0%B8%A3%E0%B9%8C%E0%B8%88-usb-%E0%B8%95%E0%B8%B4%E0%B8%94%E0%B8%A1%E0%B8%AD%E0%B9%80%E0%B8%95%E0%B8%AD%E0%B8%A3%E0%B9%8C%E0%B9%84%E0%B8%8B%E0%B8%84%E0%B9%8C-Motorcycle-charger-%E0%B8%A3%E0%B8%B8%E0%B9%88%E0%B8%99%E0%B8%81%E0%B8%B1%E0%B8%99%E0%B8%99%E0%B9%89%E0%B8%B3-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%A3%E0%B8%96%E0%B8%A1%E0%B8%AD%E0%B9%80%E0%B8%95%E0%B8%AD%E0%B8%A3%E0%B9%8C%E0%B9%84%E0%B8%8B%E0%B8%84%E0%B9%8C-i.1383045115.41029648542
69,Motowolf ที่ชาร์จ USB ติดกับมอร์ไซค์ รุ่น MDL2808(ของแท้100%),,accessory,TRUE,TRUE,,,https://s.shopee.co.th/5fmBeYcLrj,https://shopee.co.th/Motowolf-%E0%B8%97%E0%B8%B5%E0%B9%88%E0%B8%8A%E0%B8%B2%E0%B8%A3%E0%B9%8C%E0%B8%88-USB-%E0%B8%95%E0%B8%B4%E0%B8%94%E0%B8%81%E0%B8%B1%E0%B8%9A%E0%B8%A1%E0%B8%AD%E0%B8%A3%E0%B9%8C%E0%B9%84%E0%B8%8B%E0%B8%84%E0%B9%8C-%E0%B8%A3%E0%B8%B8%E0%B9%88%E0%B8%99-MDL2808(%E0%B8%82%E0%B8%AD%E0%B8%87%E0%B9%81%E0%B8%97%E0%B9%89100-)-i.86647745.27414677651
70,อะแดปเตอร์ที่ชาร์จโทรศัพท์มือถือ USB Type C 30W กันน้ํา ตัดการเชื่อมต่อเร็ว สําหรับรถจักรยานยนต์ กันน้ำ,,accessory,TRUE,TRUE,,,https://s.shopee.co.th/5L9LFyd5V9,https://shopee.co.th/%E0%B8%AD%E0%B8%B0%E0%B9%81%E0%B8%94%E0%B8%9B%E0%B9%80%E0%B8%95%E0%B8%AD%E0%B8%A3%E0%B9%8C%E0%B8%97%E0%B8%B5%E0%B9%88%E0%B8%8A%E0%B8%B2%E0%B8%A3%E0%B9%8C%E0%B8%88%E0%B9%82%E0%B8%97%E0%B8%A3%E0%B8%A8%E0%B8%B1%E0%B8%9E%E0%B8%97%E0%B9%8C%E0%B8%A1%E0%B8%B7%E0%B8%AD%E0%B8%96%E0%B8%B7%E0%B8%AD-USB-Type-C-30W-%E0%B8%81%E0%B8%B1%E0%B8%99%E0%B8%99%E0%B9%89%E0%B9%8D%E0%B8%B2-%E0%B8%95%E0%B8%B1%E0%B8%94%E0%B8%81%E0%B8%B2%E0%B8%A3%E0%B9%80%E0%B8%8A%E0%B8%B7%E0%B9%88%E0%B8%AD%E0%B8%A1%E0%B8%95%E0%B9%88%E0%B8%AD%E0%B9%80%E0%B8%A3%E0%B9%87%E0%B8%A7-%E0%B8%AA%E0%B9%8D%E0%B8%B2%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%A3%E0%B8%96%E0%B8%88%E0%B8%B1%E0%B8%81%E0%B8%A3%E0%B8%A2%E0%B8%B2%E0%B8%99%E0%B8%A2%E0%B8%99%E0%B8%95%E0%B9%8C-%E0%B8%81%E0%B8%B1%E0%B8%99%E0%B8%99%E0%B9%89%E0%B8%B3-i.904285680.24426003056
71,ที่ชาร์จโทรศัพท์มือถือ ที่ชาร์จ usb ติดมอเตอร์ไซค์ Motorcycle charger รุ่นกันน้ำ สำหรับรถมอเตอร์ไซค์,,accessory,TRUE,TRUE,,,https://s.shopee.co.th/8pjDQRCmuI,https://shopee.co.th/%E0%B8%97%E0%B8%B5%E0%B9%88%E0%B8%8A%E0%B8%B2%E0%B8%A3%E0%B9%8C%E0%B8%88%E0%B9%82%E0%B8%97%E0%B8%A3%E0%B8%A8%E0%B8%B1%E0%B8%9E%E0%B8%97%E0%B9%8C%E0%B8%A1%E0%B8%B7%E0%B8%AD%E0%B8%96%E0%B8%B7%E0%B8%AD-%E0%B8%97%E0%B8%B5%E0%B9%88%E0%B8%8A%E0%B8%B2%E0%B8%A3%E0%B9%8C%E0%B8%88-usb-%E0%B8%95%E0%B8%B4%E0%B8%94%E0%B8%A1%E0%B8%AD%E0%B9%80%E0%B8%95%E0%B8%AD%E0%B8%A3%E0%B9%8C%E0%B9%84%E0%B8%8B%E0%B8%84%E0%B9%8C-Motorcycle-charger-%E0%B8%A3%E0%B8%B8%E0%B9%88%E0%B8%99%E0%B8%81%E0%B8%B1%E0%B8%99%E0%B8%99%E0%B9%89%E0%B8%B3-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%A3%E0%B8%96%E0%B8%A1%E0%B8%AD%E0%B9%80%E0%B8%95%E0%B8%AD%E0%B8%A3%E0%B9%8C%E0%B9%84%E0%B8%8B%E0%B8%84%E0%B9%8C-i.359522791.23588342000
72,ที่ชาร์จรถจักรยานยนต์ USB สำหรับมอเตอร์ไซค์ ที่ชาร์ตมีตัวเลขวัดไฟแบต รุ่นกันน้ำ ใส่ได้ทั้งรูกระจกและยึดแฮนด์,,handle,TRUE,TRUE,,,https://s.shopee.co.th/5fmBeeIGCk,https://shopee.co.th/%E0%B8%97%E0%B8%B5%E0%B9%88%E0%B8%8A%E0%B8%B2%E0%B8%A3%E0%B9%8C%E0%B8%88%E0%B8%A3%E0%B8%96%E0%B8%88%E0%B8%B1%E0%B8%81%E0%B8%A3%E0%B8%A2%E0%B8%B2%E0%B8%99%E0%B8%A2%E0%B8%99%E0%B8%95%E0%B9%8C-USB-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%A1%E0%B8%AD%E0%B9%80%E0%B8%95%E0%B8%AD%E0%B8%A3%E0%B9%8C%E0%B9%84%E0%B8%8B%E0%B8%84%E0%B9%8C-%E0%B8%97%E0%B8%B5%E0%B9%88%E0%B8%8A%E0%B8%B2%E0%B8%A3%E0%B9%8C%E0%B8%95%E0%B8%A1%E0%B8%B5%E0%B8%95%E0%B8%B1%E0%B8%A7%E0%B9%80%E0%B8%A5%E0%B8%82%E0%B8%A7%E0%B8%B1%E0%B8%94%E0%B9%84%E0%B8%9F%E0%B9%81%E0%B8%9A%E0%B8%95-%E0%B8%A3%E0%B8%B8%E0%B9%88%E0%B8%99%E0%B8%81%E0%B8%B1%E0%B8%99%E0%B8%99%E0%B9%89%E0%B8%B3-%E0%B9%83%E0%B8%AA%E0%B9%88%E0%B9%84%E0%B8%94%E0%B9%89%E0%B8%97%E0%B8%B1%E0%B9%89%E0%B8%87%E0%B8%A3%E0%B8%B9%E0%B8%81%E0%B8%A3%E0%B8%B0%E0%B8%88%E0%B8%81%E0%B9%81%E0%B8%A5%E0%B8%B0%E0%B8%A2%E0%B8%B6%E0%B8%94%E0%B9%81%E0%B8%AE%E0%B8%99%E0%B8%94%E0%B9%8C-i.1409424799.24491854050
73,ที่ชาร์จโทรศัพท์มือถือ ที่ชาร์จ usb ติดมอเตอร์ไซค์ Motorcycle charger รุ่นกันน้ำ สำหรับรถมอเตอร์ไซค์,,accessory,TRUE,TRUE,,,https://s.shopee.co.th/3B4qg5Hgng,https://shopee.co.th/%E0%B8%97%E0%B8%B5%E0%B9%88%E0%B8%8A%E0%B8%B2%E0%B8%A3%E0%B9%8C%E0%B8%88%E0%B9%82%E0%B8%97%E0%B8%A3%E0%B8%A8%E0%B8%B1%E0%B8%9E%E0%B8%97%E0%B9%8C%E0%B8%A1%E0%B8%B7%E0%B8%AD%E0%B8%96%E0%B8%B7%E0%B8%AD-%E0%B8%97%E0%B8%B5%E0%B9%88%E0%B8%8A%E0%B8%B2%E0%B8%A3%E0%B9%8C%E0%B8%88-usb-%E0%B8%95%E0%B8%B4%E0%B8%94%E0%B8%A1%E0%B8%AD%E0%B9%80%E0%B8%95%E0%B8%AD%E0%B8%A3%E0%B9%8C%E0%B9%84%E0%B8%8B%E0%B8%84%E0%B9%8C-Motorcycle-charger-%E0%B8%A3%E0%B8%B8%E0%B9%88%E0%B8%99%E0%B8%81%E0%B8%B1%E0%B8%99%E0%B8%99%E0%B9%89%E0%B8%B3-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%A3%E0%B8%96%E0%B8%A1%E0%B8%AD%E0%B9%80%E0%B8%95%E0%B8%AD%E0%B8%A3%E0%B9%8C%E0%B9%84%E0%B8%8B%E0%B8%84%E0%B9%8C-i.431829443.24579686153
